IR_Wavelength_1,IR_Wavelength_2,IR_Wavelength_3,IR_Wavelength_4,IR_Wavelength_5,IR_Wavelength_6,IR_Wavelength_7,IR_Wavelength_8,IR_Wavelength_9,IR_Wavelength_10,IR_Wavelength_11,IR_Wavelength_12,IR_Wavelength_13,IR_Wavelength_14,IR_Wavelength_15,Material_Type
896933,1373787,2601273,3522683,3919229,2224303,1032325,663845,1089267,1948837,3121525,3941031,3292563,1742039,916819,HDPE
1492071,2461805,4007209,6219039,6705469,3829171,1842411,1067683,1878285,3154697,5105947,6507771,5279369,2844529,1467335,HDPE
1589611,2625369,4382767,6453221,6733669,3604417,1757131,979333,1987091,3396061,5381655,6593245,5156407,2689425,1380443,HDPE
720849,1107805,1639555,2464049,2096975,1184053,631693,382855,864689,1339759,2067361,2315927,1697917,974185,525211,HDPE
930975,1485869,2322707,3677363,3301885,1876749,860135,481771,1138099,1844639,2982723,3511729,2610521,1380139,675835,HDPE
1031391,1639391,2629449,4013783,3616703,1913441,874059,498173,1267685,2079553,3312053,3841161,2785433,1405511,691805,HDPE
899761,1416769,2288769,3681297,3261331,1865589,826751,453525,1080485,1774491,2933405,3459103,2564997,1355405,645937,HDPE
1361681,2104405,3787141,4835679,4241051,1938371,1105971,662919,1653729,2886789,4289171,4558377,3123915,1537697,898567,HDPE
1252407,1993117,3340261,5039525,5086185,2541501,1230595,664271,1568613,2606837,4158865,5087225,3840803,1893403,940891,HDPE
953585,1726171,2915661,4286711,3944039,2171463,1003943,566799,1294823,2262457,3581649,4077785,3048665,1600525,776845,HDPE
1031567,1769203,2918199,4358475,4344625,2335135,978595,539015,1323985,2281847,3672633,4374995,3275997,1593713,765109,HDPE
899679,1500869,2591949,4309121,3542057,1688515,901277,474985,1125329,1979513,3421347,3885397,2576219,1285649,682959,HDPE
845163,1258831,2404381,3036237,2615657,1359401,727003,408031,976773,1719383,2618939,2813571,2030139,1084687,582165,HDPE
1019205,1869833,3149627,4797385,4739047,2697307,1302399,797329,1407805,2453435,3909851,4785535,3797165,2029281,1064289,HDPE
747277,1284387,2493093,4002179,4106731,2366969,1009463,627101,1032063,1813681,2963173,3660865,3049455,1591083,761175,HDPE
756471,1275957,2444421,3608791,3535875,1892491,828377,545701,892779,1597507,2625325,3290189,2739205,1506099,779495,HDPE
1045173,1614031,3843691,2631531,2934301,1617195,682703,1583099,1245165,2647593,3213717,2801393,2310339,1178043,1169547,HDPE
939353,1485037,2332937,3506733,3180841,1802913,823135,465861,1146445,1852393,2906995,3368807,2508673,1322883,650251,HDPE
679073,1100809,1810267,2463931,2348187,1802601,839051,503463,857595,1446357,2253767,2492505,1973497,1241527,667621,HDPE
1217709,2051715,3612725,5580879,5497791,2803975,1311927,735107,1465043,2621981,4416205,5480251,4193305,2115061,1058079,HDPE
1103491,1921333,3578055,5212809,5243135,2831423,1350603,696913,1444977,2696275,4385043,5262595,4074967,2130935,1053213,HDPE
1502729,2844933,4873981,7166439,6999441,3631629,1770123,854321,1914471,3526555,5647627,6675981,5025109,2587043,1284877,HDPE
1173281,1983377,3286803,5423983,5431765,3074733,1363647,809345,1494377,2551047,4295689,5412571,4256679,2232245,1091485,HDPE
792241,1229787,1862403,2591129,2363113,1419991,630933,436353,921405,1453407,2213103,2509061,1962267,1075853,535963,HDPE
393413,602571,1434935,2262353,2028835,1289811,665505,503791,510201,1065909,2068349,2512117,1995897,1170591,678327,HDPE
717831,1104657,2420949,4702119,4611669,3056327,1093831,1313739,870819,1728709,3502379,4652533,3849353,2094531,1406699,HDPE
785369,1252529,1967029,3074717,2625459,1513731,733231,411971,960273,1558811,2502971,2862239,2081337,1133237,574283,HDPE
903009,1411495,2303045,3520615,3064699,1546403,732881,412223,1091543,1802411,2897791,3307807,2313299,1143605,574685,HDPE
913607,1492755,2486865,4142813,3306643,1437895,818741,513777,1148321,1944279,3318811,3759223,2384735,1131401,667185,HDPE
590023,919779,1656473,2183797,2284607,1330973,705719,454681,693757,1227213,1960795,2326923,1844089,1046971,611971,HDPE
