IR_Wavelength_1,IR_Wavelength_2,IR_Wavelength_3,IR_Wavelength_4,IR_Wavelength_5,IR_Wavelength_6,IR_Wavelength_7,IR_Wavelength_8,IR_Wavelength_9,IR_Wavelength_10,IR_Wavelength_11,IR_Wavelength_12,IR_Wavelength_13,IR_Wavelength_14,IR_Wavelength_15,Material_Type
921911,1420231,2514773,3937891,3620411,2393833,1172707,939909,1113203,1928615,3231817,3835821,3061405,1820247,1070147,PE
495847,778063,1033165,1841431,2021125,1193805,678997,403361,603555,879333,1426411,1918649,1593579,935841,544971,PE
731671,1118589,2160629,3190295,3458741,2895369,1002117,1140661,908165,1671685,2903485,3626003,3291817,1984855,1048089,PE
1112705,1768815,2993883,4545389,5699107,3975983,1402285,1257977,1411789,2377047,3840517,5346407,5094741,2734761,1307949,PE
655025,956537,1490801,2367163,1936147,1117695,580341,290937,730443,1162337,1911939,2174999,1534599,853747,441659,PE
501287,728819,1247473,1732183,1566321,856843,402919,218259,587329,961127,1477355,1654303,1216079,633181,312833,PE
756129,1198593,1834543,2670459,3258799,1911365,909991,526205,941425,1489383,2260267,2992077,2599213,1416693,720593,PE
1380353,2160087,3375123,5087477,5753845,2947897,1424383,749955,1680645,2710191,4228265,5265853,4191861,2026507,871249,PE
1462289,2314473,3643871,5122451,5613087,3134887,1543859,792421,1796723,2905643,4375107,5406259,4397591,2350459,1173077,PE
909549,1417067,2202075,3507499,3142029,1822795,819203,453379,1115645,1774757,2861109,3352817,2493823,1327591,639311,PE
1046675,1679879,2850215,5093087,5275499,3715833,1300229,929757,1263345,2185997,3954961,5210545,4474311,2489863,1105139,PE
853331,1375577,2488481,3866019,3601391,2679971,1177109,986131,1090803,1881481,3157651,3805071,3230389,1966495,1085297,PE
1006105,1423531,2503869,3257843,3174883,1794235,957157,639327,1196187,2033887,2994901,3285187,2499563,1393529,805809,PE
836073,1282521,2017563,3155161,2662225,1485877,704083,415361,998059,1599711,2580639,2913487,2065845,1092873,561251,PE
893051,1408759,2300379,4060185,3803851,1632207,929123,421453,1081755,1782421,3133963,3937925,2727151,1283667,675965,PE
870265,1416623,2262437,3855335,5146105,2201103,832181,397751,1088631,1805225,3063963,4503735,3624695,1496001,615861,PE
845209,1339885,2155063,3564537,3366371,1830925,748033,370399,1024885,1692203,2848527,3485407,2602853,1293931,565717,PE
983825,1558969,2408769,3690947,3318963,1900187,880273,489065,1203385,1929655,3038443,3523937,2622777,1398339,687995,PE
420445,629491,1083011,1621613,1534763,979171,387047,227905,498101,829305,1316785,1552775,1247509,671319,293475,PE
430455,641073,1099855,1583929,1503113,969029,388921,230313,511797,853357,1342049,1556963,1247307,684241,312617,PE
958989,1515003,2383841,3752715,3410549,1971413,888471,487361,1177699,1900489,3064595,3607773,2703823,1437477,689803,PE
1488479,2267613,3428503,4478247,4892723,2672077,1398377,790561,1757697,2759499,3959999,4773431,3852951,2060287,1098941,PE
1497671,2324633,3620705,4784315,5458177,3006427,1447633,784417,1811565,2894791,4187401,5152823,4257753,2240807,1122015,PE
1032753,1623047,2591437,3881003,3415439,1831607,876569,494921,1256493,2050977,3226681,3667383,2634249,1361633,690231,PE
1481165,2414481,3965579,6047427,6158005,3533053,1576599,885049,1851331,3113729,4999647,6140491,4861777,2551195,1240165,PE
1255589,1937589,3678799,5608879,5131877,2497937,1298325,611541,1523253,2748517,4644039,5416631,3833357,1906639,959687,PE
1154319,1791489,3062709,4380271,4600269,2712773,1295741,797561,1400387,2476387,3976875,4799989,3892921,2178547,1144067,PE
707849,1005187,1732391,3494429,2324995,1317059,657615,362571,869433,1393175,2311699,2578015,1832647,1055999,536815,PE
1027571,1591071,2766377,4077367,3836185,2465673,1238361,856301,1296543,2180405,3496601,4089325,3226955,1872995,1055877,PE
984535,1607391,2784781,4262483,4277245,2355709,1038567,601305,1140389,1949589,3222075,4028355,3211015,1671261,822617,PE
757689,1294759,2375359,3391589,3629537,1988909,1121865,730071,1014471,1923375,3237153,4120997,3307303,1827005,1038325,PE
623003,1122931,2189843,3405361,3247075,2001345,881107,514727,820541,1504983,2602631,3243433,2648447,1450097,718897,PE
1218675,1901783,2900335,3825081,3834315,2217479,1291223,831529,1478337,2342257,3356609,3859341,3045673,1767419,1071379,PE
1483155,2397753,3985951,6176623,6245461,3456571,1589443,907301,1837663,3110329,5062019,6238251,4870033,2533059,1255993,PE
792179,1238091,2065281,2900055,3361153,2073243,785779,466927,966615,1611987,2478209,3150505,2729919,1437237,629383,PE
1285221,2014061,3077911,4155241,4700817,2687207,1373509,821335,1565043,2480053,3609283,4461685,3713709,2040681,1105133,PE
827721,1308239,2046143,2977073,2718347,1558795,775461,430025,1011843,1634641,2508567,2866253,2137845,1159767,602027,PE
1308389,2134323,3479029,4944537,5424411,3594637,1460267,771491,1621371,2704731,4210743,5498199,4766281,2520087,1117099,PE
771181,1191489,1956229,2709979,3485903,1846297,739671,444979,925135,1529201,2329205,3156121,2706991,1296331,594621,PE
841629,1313707,2107831,2785839,2790857,1633447,824333,467017,1012819,1652333,2449027,2844207,2268887,1261139,664111,PE
999537,1571029,2425029,3591517,3126265,1838761,878189,492631,1215139,1941437,3000415,3389129,2503061,1369017,689683,PE
