IR_Wavelength_1,IR_Wavelength_2,IR_Wavelength_3,IR_Wavelength_4,IR_Wavelength_5,IR_Wavelength_6,IR_Wavelength_7,IR_Wavelength_8,IR_Wavelength_9,IR_Wavelength_10,IR_Wavelength_11,IR_Wavelength_12,IR_Wavelength_13,IR_Wavelength_14,IR_Wavelength_15,Material_Type
1279561,2165738,3609803,5944899,6028787,3667079,1557074,986402,1591745,2772733,4741109,6010378,4880075,2637046,1297916,PP
1250195,2120608,3553771,5987507,6112357,3792040,1589019,1028952,1556915,2723211,4725845,6038681,4945067,2703952,1337470,PP
1237405,2106892,3599881,5993211,6035363,3748578,1539652,1013076,1553811,2733848,4704671,5936490,4868945,2663130,1311779,PP
1286997,2190030,3640658,6043746,6150565,3666011,1527004,959881,1610754,2804944,4809310,6109294,4921991,2615161,1273508,PP
1298554,2263827,3745730,6217209,6352486,3750252,1584646,952754,1646588,2883071,4936088,6279862,5048995,2677951,1292174,PP
1274206,2174495,3630654,6036122,6131294,3659072,1545194,973437,1594186,2790470,4796019,6083574,4896571,2616109,1284415,PP
1286909,2123729,3556908,5979078,6229141,4006736,1535105,1002666,1576499,2729152,4728832,6101733,5118517,2782378,1288105,PP
1323913,2273906,3750826,6178433,6350573,3792119,1566646,951243,1661092,2890300,4920305,6262042,5071283,2690890,1282016,PP
1305601,2214884,3662812,6030276,6147035,3665894,1517756,936585,1626491,2821985,4807610,6093882,4912346,2604651,1250578,PP
1251953,2069673,3451633,5985139,6143358,3946854,1480668,1024297,1533651,2649865,4679936,6064044,5048165,2726500,1274407,PP
1267293,2139310,3576734,5969622,6272513,3882472,1542341,981955,1573853,2743741,4732514,6121376,5086212,2729814,1284104,PP
1259466,2127893,3571463,6043623,6201811,3789952,1549935,1022174,1564659,2736790,4763380,6114194,4990159,2681533,1311349,PP
1327652,2267222,3741842,6040593,6104393,3646357,1561204,952783,1659821,2881806,4846691,6073107,4878997,2613891,1277749,PP
1310928,2218898,3723504,6164354,6249384,3712162,1564154,953794,1629932,2852369,4903650,6212036,4990493,2654018,1279386,PP
1263535,2215484,3680126,6117503,6200748,3758903,1547803,942068,1606664,2821247,4833416,6134310,4969521,2665951,1274566,PP
1258161,2154003,3617560,5962109,6038490,3649643,1554432,979003,1583966,2780370,4762831,6032513,4882898,2627462,1297954,PP
1280743,2147031,3568252,5946307,6265215,3922218,1536804,972890,1582844,2742753,4715634,6104273,5098035,2743148,1277088,PP
1293687,2136966,3570640,5984105,6133629,3804581,1526795,971719,1585159,2741409,4740337,6060980,4970760,2676721,1272602,PP
1280576,2241871,3730018,6254566,6389579,3849159,1596552,950995,1626433,2865889,4950252,6317527,5117225,2734361,1298464,PP
1271931,2112530,3526275,6062294,6276680,3818640,1491663,913122,1563728,2707839,4754957,6167302,5051651,2668486,1223569,PP
1290643,2135733,3575909,5943860,6091591,3806233,1539562,1009240,1580454,2737059,4714393,6014750,4953057,2687970,1300555,PP
1216899,2032305,3387035,5731650,6090111,3834167,1485015,946791,1508673,2617014,4542552,5926375,4968312,2683785,1255758,PP
1254367,2127374,3560196,5988266,6107589,3795831,1591814,1022276,1562347,2730137,4731222,6038533,4944716,2706725,1335811,PP
1260036,2128485,3571863,6041845,6201051,3789879,1553799,1021694,1564982,2737116,4762589,6113084,4990335,2683821,1312868,PP
1294620,2153215,3597365,5981192,6174140,3756013,1546569,946152,1592594,2760872,4746391,6075522,4970438,2664571,1266864,PP
1288729,2134405,3541333,5896698,6114233,3889201,1534223,972976,1581801,2725794,4679918,6006810,5005740,2723605,1276198,PP
1327854,2269873,3747514,6039933,6100118,3634702,1560528,947121,1660346,2885482,4848467,6068894,4870169,2608742,1275293,PP
1295405,2210169,3718762,6170905,6286599,3725329,1606453,966490,1619202,2846814,4906599,6238368,5019207,2683564,1308185,PP
1242566,2159641,3608608,6006935,6083768,3655589,1570874,992343,1577052,2779453,4782167,6056601,4874579,2623761,1305655,PP
1306902,2221256,3729962,6187206,6298976,3741896,1623504,969101,1629372,2858089,4919328,6247824,5030167,2699003,1318404,PP
1286369,2218087,3721257,6153830,6259728,3555554,1565709,894408,1620892,2853870,4890853,6204316,4912528,2573968,1252530,PP
1290167,2222778,3732000,6170923,6256122,3556092,1570200,899170,1624799,2861275,4905545,6211540,4910338,2576406,1257190,PP
1323700,2259752,3743198,6148601,6296357,3811280,1572187,955033,1656486,2881795,4903147,6219893,5053538,2703804,1286899,PP
1301048,2234916,3731955,6154238,6159438,3744204,1615100,1017023,1636549,2875266,4917025,6173300,4969432,2704498,1351876,PP
1265576,2227738,3745029,6257937,6337656,3786916,1665779,979022,1615789,2869444,4958390,6285327,5056733,2743059,1353235,PP
1287767,2123744,3557895,5980270,6140855,3827331,1516397,975951,1576458,2729474,4731172,6061043,4982981,2682222,1268378,PP
1282878,2145798,3575947,6025516,6218381,3828030,1545397,1009440,1582890,2746993,4757701,6115876,5020855,2698659,1300454,PP
1262826,2125829,3535973,5992123,6139331,3659521,1503388,946904,1565673,2716534,4720691,6054257,4890882,2590556,1247240,PP
1289591,2146148,3556699,5940069,6244767,3966106,1532257,972739,1586180,2736993,4707105,6090124,5105664,2759369,1275735,PP
1301400,2238480,3738796,6219064,6337243,3749336,1632197,962134,1635407,2870313,4936257,6273627,5043837,2703084,1320414,PP
1303244,2160843,3573806,5937589,6173567,3758471,1540115,936694,1600691,2753314,4714787,6054256,4971300,2663663,1260299,PP
1313251,2229121,3701280,6096920,6147025,3658216,1491949,898193,1635646,2846810,4856633,6119997,4904601,2587948,1216875,PP
1283507,2237472,3710669,6024228,6111470,3587687,1563165,974316,1629007,2857549,4827053,6069319,4853319,2593219,1296010,PP
1273517,2152949,3605251,5971761,6055832,3716441,1594601,1010642,1580856,2759951,4745345,6010794,4884269,2667663,1323781,PP
1243056,2089526,3551464,5851358,5786978,3416151,1497672,966020,1538690,2708527,4663016,5824236,4602199,2471683,1261798,PP
1311934,2226991,3692631,6088710,6149694,3658904,1497058,904583,1634112,2841340,4848768,6119151,4907413,2590471,1222603,PP
1302343,2165261,3574026,5929792,6169982,3762154,1542407,937804,1602351,2755529,4711561,6049350,4970908,2666230,1262660,PP
1312436,2226998,3696676,6096195,6149708,3660738,1491644,899518,1634444,2843625,4854314,6121763,4907635,2588849,1217285,PP
