IR_Wavelength_1,IR_Wavelength_2,IR_Wavelength_3,IR_Wavelength_4,IR_Wavelength_5,IR_Wavelength_6,IR_Wavelength_7,IR_Wavelength_8,IR_Wavelength_9,IR_Wavelength_10,IR_Wavelength_11,IR_Wavelength_12,IR_Wavelength_13,IR_Wavelength_14,IR_Wavelength_15,Material_Type
150117,281608,444516,1063596,1108764,1141282,478007,252974,211668,379491,805466,1102815,1103910,807098,383854,PET
274487,535183,841822,2129328,1903967,1291068,555199,318179,384749,657447,1466305,2062275,1606942,921001,456128,PET
166721,319129,500792,879522,1309065,566446,451613,237063,230855,399826,687312,1099851,943348,514936,346545,PET
241437,501208,779350,2856171,3623415,2969376,504321,310234,364868,631737,1711374,3051477,3238610,1725142,389855,PET
174130,394403,631776,1477030,1648839,966726,374897,218652,282667,518345,1250796,1740637,1336469,722662,310780,PET
339278,704783,1481860,3369508,2569459,1859771,493169,328048,503772,1074750,2399531,2907094,2171228,1181295,413604,PET
232581,444335,744491,2235168,2275043,1921395,508730,417342,301899,562776,1499913,2363098,2199852,1276215,462056,PET
363046,626135,1126669,3007041,2721470,2767032,638003,589523,507274,892448,1984702,2794634,2721340,1671746,643202,PET
353496,576248,1174518,2796663,2755914,1753943,580927,362189,439888,845727,1895235,2678377,2194387,1139010,472400,PET
326630,539862,903821,2005274,1728391,1432545,572993,388631,416983,709222,1431278,1767512,1527671,1022182,482782,PET
324054,512081,929975,2399065,2073328,1142641,463685,311603,397215,713826,1789081,2324406,1584301,797836,386311,PET
328864,577027,1137019,2668818,1988423,1427415,541063,368408,422497,829396,1899085,2326468,1689298,988383,463102,PET
139975,296601,586844,1291510,1909564,2747931,412241,322337,249684,405105,893494,1980929,2667131,1490063,367004,PET
410708,656271,1351024,3057027,2565398,1904815,704607,531256,501145,988224,2221382,2764105,2159030,1278192,602268,PET
287543,468331,802188,1897765,1784904,1400835,569391,452913,360600,623756,1323819,1706059,1485777,985104,510619,PET
207577,391091,1052568,1230502,2881012,2518432,649654,307828,299143,705002,1148313,2092511,2819457,1691746,493023,PET
185473,310929,608156,1749409,2225605,1733265,443022,270078,232687,452253,1195889,2006116,1964445,1036550,338188,PET
328351,545083,1147052,2617259,2608596,1660751,627438,367520,419450,820513,1874967,2518473,2039584,1180034,497981,PET
328176,630059,1343449,2681780,2630768,2049319,582502,312801,452430,958185,1971510,2644031,2343878,1312863,455198,PET
186214,333703,584151,1702147,2299150,1733875,494377,284451,240339,450210,1178705,2048221,2022155,1088056,374554,PET
351173,591050,1322836,2984740,2337100,1766696,653003,528459,451899,947578,2152143,2601438,1975107,1183870,586055,PET
138011,502788,500976,1029769,1885484,1298789,415022,194523,298045,506975,768783,1443385,1586525,847644,303133,PET
271519,479398,825297,1913613,1794218,929216,444037,287881,353408,635702,1374907,1808471,1323961,716867,383299,PET
223130,432997,809094,2171064,2158670,1577773,561078,309789,308461,609981,1504751,2158605,1847140,1042240,408353,PET
294275,521156,956194,2293274,2330830,1681458,565831,434735,398204,734193,1602312,2284822,2043252,1196003,488243,PET
286704,444595,1024333,2761101,1669446,1106368,488419,307680,346193,673841,1934512,2275531,1330828,807493,426031,PET
280630,506814,949952,2331172,1813503,1325108,580524,290093,365296,712209,1648828,2124984,1656779,975530,409665,PET
305501,458428,1106183,2478678,2024134,1303494,542193,297683,368612,772476,1831909,2288005,1664370,923292,418640,PET
378722,533025,1142604,2629735,2510091,1540208,567699,562827,431962,806956,1867017,2554693,2020563,1076838,563875,PET
365857,572889,1208539,2420967,1713018,1007796,607609,465913,432025,842607,1550324,1726624,1246828,767893,535174,PET
286000,488246,929189,2239740,1955116,1192403,520984,304289,375213,708306,1610848,2167438,1642137,876830,406728,PET
308474,554724,947315,2279554,2093085,1555846,532457,375491,407476,744837,1659907,2206317,1802173,1039570,450423,PET
345544,598879,882759,1122196,1065434,668757,381047,530488,469599,726539,988225,1076756,833490,519420,516947,PET
626324,426999,981099,2601418,2046927,1152950,615797,754461,473753,671077,2018404,2520473,1488879,846333,697213,PET
181746,555021,522941,1057275,1892698,1303321,395939,257072,340305,538524,794955,1469971,1596021,843278,325300,PET
247344,507429,987116,2901893,2314678,1454691,519436,315853,369006,733518,1947281,2616106,1884290,994367,413934,PET
354149,570142,998978,3081982,2005367,2341591,836078,860624,449577,782541,2054352,2577385,2201413,1609320,886939,PET
273083,266866,430496,829673,1228612,1195770,522505,360948,255022,339916,604084,1236070,1446769,891470,430374,PET
96565,207987,442873,641759,655438,637664,546386,214562,146824,319081,533207,659788,632465,602459,403022,PET
239951,456036,617998,1679120,778782,417312,298822,157026,336304,521125,1157097,1247988,617880,375096,233840,PET
355440,591491,1128548,2916929,2715119,2487410,630703,545287,467171,858718,1952792,2718091,2567963,1539961,599660,PET
246891,426694,675914,1474601,1221118,869537,445428,263979,316228,532464,1049577,1334658,1052992,663044,360597,PET
273614,487254,877266,1908669,1214971,477607,471244,212002,363972,661348,1397154,1556576,830756,487584,357528,PET
348267,609876,1134454,2963965,2717131,2595637,649822,508508,487125,883160,1987079,2799900,2635470,1601303,605227,PET
402560,567022,1294582,2533242,1734332,1206506,520756,261412,464159,911155,1889455,2107947,1452548,865393,376858,PET
356106,540410,1133727,2656563,2507235,1546425,566555,513249,424158,808787,1868825,2574223,2035497,1071062,540167,PET
273597,491823,864986,2042600,1721365,1058450,514902,320046,358998,661597,1467714,1830879,1338202,810436,421661,PET
162129,508443,809239,1780569,1104723,816487,611837,460621,342505,588542,1266091,1391844,1031691,740073,492014,PET
173670,319955,592883,1156111,1218107,1138104,452793,249689,234411,445904,868629,1191211,1177271,811378,382775,PET
344449,771575,1699666,2443814,2500765,1981067,440948,241624,514571,1179097,1992469,2487622,2301304,1194605,356389,PET
153191,314530,489138,1175267,1357249,729003,362314,314425,216409,385753,836188,1209285,976750,549240,340328,PET
348214,546134,1172045,2369273,1686920,862180,613073,464044,426512,835555,1575610,1771626,1229732,727216,535543,PET
355626,382895,1084228,2023680,1664598,2340101,481795,245515,353946,722571,1528291,1775510,2027176,1497509,362096,PET
250371,420231,1320456,2818415,2254419,1426757,668732,292979,312466,837803,1990225,2451729,1852660,993592,371227,PET
281270,518934,991396,2284188,1692775,1127244,529694,389175,370542,739781,1683793,1942230,1321208,825298,466898,PET
203141,334675,701989,1842579,2361627,1861399,482870,306705,250468,504567,1289996,2093518,2067470,1132741,365395,PET
298403,571765,886765,2133290,1858384,1290001,593041,341436,412183,693958,1485963,2054634,1593602,940780,486278,PET
290673,492425,853106,1755738,1200740,871958,813678,369371,354934,624439,1345792,1570328,1058530,817493,572265,PET
213730,439553,794558,2088530,2243871,1523921,485379,248717,303581,608264,1485831,2197846,1844683,937520,332402,PET
287300,532122,929934,2388696,1848914,912590,559008,412681,385757,724250,1705390,2274842,1485897,718902,470993,PET
326415,546787,1121907,2595900,2564639,1687630,640151,373412,418552,812411,1859508,2497860,2043274,1195481,502702,PET
348171,505440,1372833,1412707,1192125,1330100,476481,329465,389743,789770,1242692,1276853,1196889,859538,396081,PET
253023,496437,1029011,2316112,2096906,1968155,545433,203027,358298,783842,1702176,2238882,2081739,1266375,355944,PET
329847,534635,904761,1986742,1713829,1444420,570603,391220,416291,710354,1426481,1742254,1525305,1032259,480424,PET
331764,450630,1064067,2085342,1642187,2062450,495013,288107,371935,738812,1521379,1788529,1903756,1396108,411331,PET
255000,525215,897823,2201064,1529302,781676,383851,207626,379327,697129,1552553,1859490,1154696,590108,294779,PET
153698,324167,478212,1211308,1588622,959217,322439,180590,231998,400796,839842,1363417,1254456,641595,245368,PET
348319,538135,1142799,2613027,2558217,1605067,604606,451138,423597,812956,1870538,2525467,2023533,1138906,527495,PET
290314,496361,918166,2197481,1941278,1219637,524357,313216,383162,707135,1630833,2181277,1606265,874862,404318,PET
253183,461660,782265,1819194,1268833,729821,576969,402921,346967,591145,1248580,1463322,1034028,673890,469390,PET
185355,411241,530648,1684676,2261209,1598986,551436,313838,280721,451228,1120529,1994890,1943136,1097876,432113,PET
321020,594614,1317908,3149230,2762248,1515702,564026,337612,442547,941186,2177499,2894301,2132038,1039121,440153,PET
336286,531208,1108657,2752589,2348366,1374246,443054,384712,406706,810173,1906644,2598587,1966268,937642,419467,PET
351520,591384,1322963,2984613,2338681,1766354,653454,528825,452183,947838,2152260,2601904,1975383,1183932,586504,PET
279594,504100,1006740,2722173,2296425,1526404,514523,358086,377100,750977,1854960,2506631,1931624,1034308,430157,PET
322171,520910,1102828,2737788,1954328,1493533,562097,411589,397111,793759,1916446,2390458,1787908,1058687,493407,PET
160197,330768,513501,1192245,1358148,782633,356152,355175,227023,406554,855887,1227481,1013512,572105,350784,PET
136119,301803,482704,1071903,1489431,799659,376955,175715,212510,389627,772053,1257669,1134092,590228,273310,PET
274108,501412,543878,1257950,1659221,1029503,284428,358961,362104,507562,901448,1451778,1337443,664219,317530,PET
381685,660475,1396730,3160335,2548495,1924438,602336,416276,493866,1008192,2277368,2816372,2190421,1249034,494887,PET
