IR_Wavelength_1,IR_Wavelength_2,IR_Wavelength_3,IR_Wavelength_9,IR_Wavelength_10,Material_Type
1180579,2184057,3729575,1592357,2879337,Recycleable
1098495,2138777,3792709,1582617,2958255,Recycleable
1240283,2256331,3844855,1644847,2966969,Recycleable
1248591,2307191,3932833,1685853,3035615,Recycleable
1144859,2001643,3585225,1429295,2659901,Recycleable
2108409,3874497,6405349,2902967,5029269,Recycleable
2007333,3684019,6488795,2679021,4984353,Recycleable
1855627,3554577,6180701,2786097,5069573,Recycleable
1910557,3665337,5956773,2626499,4624101,Recycleable
2101143,3917751,6496841,2862233,5060985,Recycleable
1178871,2206663,4186469,2303507,4298669,Recycleable
1827567,3376987,5962891,2591679,4722665,Recycleable
1996531,3695471,6316147,2723551,4890311,Recycleable
2131733,3996385,6673781,2898575,5199911,Recycleable
1878895,3566075,6212483,2613719,4808739,Recycleable
2074209,3892961,6552919,2835459,5087481,Recycleable
2042563,3877675,6524551,2857011,5107339,Recycleable
2081263,3845241,6331611,2813763,4951025,Recycleable
2042903,3795959,6222817,2663219,4722649,Recycleable
2075387,3901005,6567481,2874599,5125147,Recycleable
2116517,3940599,6588059,2873527,5126707,Recycleable
2002371,3764421,6497337,2817967,5086941,Recycleable
2121273,3939985,6675219,2885703,5178689,Recycleable
2055449,3887659,6403453,2815711,5013483,Recycleable
1765139,3405731,5459855,2551677,4496565,Recycleable
1567291,2744947,4895965,2025077,3690109,Recycleable
1526893,2693363,4685891,1985095,3563309,Recycleable
1582213,2785183,4972107,2066793,3749965,Recycleable
1186227,2220445,4098323,1691149,3135833,Recycleable
1576031,2779691,5038339,2087491,3844723,Recycleable
2005307,3912725,6202785,2822397,4935057,Recycleable
2091769,3953703,6412661,2826171,4950387,Recycleable
2110281,3998419,6451585,2892865,5092541,Recycleable
1876339,3543863,6082821,2648133,4783955,Recycleable
1423455,2626261,4694331,1973327,3644199,Recycleable
1257787,2501333,4092939,1811105,3199013,Recycleable
1278417,2417979,4020245,1720941,3097487,Recycleable
1215891,2341287,4007109,1731549,3162227,Recycleable
1311457,2390201,4248387,1726239,3251381,Recycleable
1384647,2630801,4396095,1926277,3447633,Recycleable
905841,1578949,2907253,1188093,2191239,Recycleable
1170461,2263211,3714467,1484913,2690507,Recycleable
1133507,2104501,3681751,1575095,2940697,Recycleable
889111,1551927,2843405,1159323,2144687,Recycleable
911459,1600045,2951273,1203151,2239293,Recycleable
1200779,2255691,4037709,1682837,3170539,Recycleable
1230415,2351117,4030695,1735153,3174733,Recycleable
1151259,2278093,3480433,1746559,3062605,Recycleable
787901,1603191,2544319,1148795,2041391,Recycleable
1166319,2126801,3602999,1441119,2569103,Recycleable
1300917,2441309,4089771,1776043,3179305,Recycleable
939097,1625391,2993615,1221689,2255213,Recycleable
872569,1555493,2817491,1148307,2136431,Recycleable
1373473,2523607,4107855,1854041,3245793,Recycleable
826849,1479083,2644963,1090493,2005711,Recycleable
978675,1658431,3122659,1260517,2351579,Recycleable
2125755,3975637,6673259,2908033,5197503,Recycleable
2147243,4022853,6734217,2947979,5244307,Recycleable
1221573,2102197,4289843,2530047,4352245,Recycleable
1752255,3303695,5833801,2309737,4331017,Recycleable
1527363,2909859,4847585,1971745,3589299,Recycleable
946037,1593627,2792853,1188929,2086031,Recycleable
1511399,2684549,4762203,2001831,3668895,Recycleable
1543433,2724965,4960739,1926855,3628335,Recycleable
1325489,2250523,4340759,1731153,3211447,Recycleable
1711445,3526457,5651927,2525417,4395103,Recycleable
1444485,2715491,4536691,1970229,3525839,Recycleable
1345665,2614915,4218683,1921081,3369825,Recycleable
1325191,2546849,4202029,1793017,3087811,Recycleable
869899,1536577,2725427,1141415,2074773,Recycleable
630913,1549755,3324393,1436473,2710983,Recycleable
1005199,1790215,2831635,1094161,2090169,Recycleable
1251385,2393135,4225651,1732241,3180325,Recycleable
840711,1621817,3003061,1257095,2384359,Recycleable
1262857,2402895,4200695,1824253,3321763,Recycleable
1225565,2300385,4178533,1695853,3184387,Recycleable
1311127,2521261,4329851,1856615,3399447,Recycleable
1240201,2225861,4032095,1667753,3116225,Recycleable
1293641,2440715,4202263,1757621,3221271,Recycleable
1197631,2327577,3881025,1741711,3142021,Recycleable
1264783,2419959,4271735,1785081,3315119,Recycleable
1500783,2769111,4629145,2030225,3605309,Recycleable
852787,1510007,2671449,1135717,2057311,Recycleable
1366935,2597673,4087989,1792901,3216153,Recycleable
1171913,2330937,3762545,1703421,3039839,Recycleable
1460751,2661549,4605005,1981665,3569205,Recycleable
1515343,2803769,4626581,2049699,3586981,Recycleable
889415,1557577,2832317,1159731,2131865,Recycleable
887175,1546871,2844455,1156721,2154153,Recycleable
849023,1522549,2732895,1092325,2009631,Recycleable
980551,1722231,3295117,1068133,1461651,Recycleable
1334263,2599247,4187581,1890505,3287255,Recycleable
1397899,2644133,4139255,1924523,3314877,Recycleable
1408593,2641133,4312369,1919129,3371039,Recycleable
1404855,2653871,4125881,1863905,3160279,Recycleable
855323,1532993,2714783,1150147,2103675,Recycleable
1512463,2732237,4580461,1996891,3546069,Recycleable
930857,1758849,3279777,1094311,1992451,Recycleable
913425,1759525,3269101,1273933,2486681,Recycleable
1074237,2031249,3726533,1556913,2900497,Recycleable
1255137,2262507,3682263,1665851,2884505,Recycleable
1114045,1995733,3625409,1454021,2725069,Recycleable
1059919,1915443,3696959,1416779,2755933,Recycleable
1268981,2293327,3678835,1694169,2919039,Recycleable
1051015,1932515,3220223,1406885,2508419,Recycleable
952599,1830535,3426643,1277413,2507487,Recycleable
811307,1645941,3055307,1200781,2321371,Recycleable
1073279,2050183,3564651,1497929,2756041,Recycleable
946273,1851325,3410113,1311279,2550269,Recycleable
923955,1735763,3295409,1301007,2539197,Recycleable
1264811,2342437,3914289,1715169,3051367,Recycleable
1174153,2237945,3573769,1672727,2869409,Recycleable
1254409,2261721,3696505,1702541,2989099,Recycleable
1168857,2235025,3453007,1652213,2813875,Recycleable
1116445,2167879,3360587,1579041,2728993,Recycleable
1187841,2217477,3720023,1519681,2790345,Recycleable
1146295,2172743,3699943,1574773,2899361,Recycleable
1178345,2219183,3781873,1644859,2981481,Recycleable
1292815,2424157,3983067,1751047,3110187,Recycleable
1169897,2180217,3654423,1617553,2879543,Recycleable
1096607,2099945,3507525,1450717,2588283,Recycleable
1084463,2177711,3514767,1554879,2791247,Recycleable
1298341,2389919,4035475,1753245,3092701,Recycleable
852225,1461857,2770311,1131157,2123743,Recycleable
825407,1408823,2627585,1069929,1982683,Recycleable
1220021,2250993,3493983,1668289,2834781,Recycleable
1300053,2438095,3980113,1741645,3031849,Recycleable
1295461,2402921,4023765,1758493,3137899,Recycleable
1299743,2425355,3921079,1782671,3097371,Recycleable
1306321,2468611,3869453,1764941,3039975,Recycleable
1319805,2409707,3922941,1745715,3040169,Recycleable
1282527,2334515,3745827,1730751,2985829,Recycleable
1106727,2184081,3391805,1581721,2761451,Recycleable
830095,1416255,2646009,1068893,1989587,Recycleable
1278039,2375003,3812401,1736977,2993733,Recycleable
1316227,2381077,3836189,1754097,3014511,Recycleable
1047355,1976719,3336657,1425439,2589659,Recycleable
1111851,2152925,3538159,1538255,2747579,Recycleable
1115607,2136081,3285537,1679389,2840557,Recycleable
816657,1441429,2682361,1072633,2010911,Recycleable
591187,1063219,2043689,946411,1727473,Recycleable
811907,1430063,2657547,1065255,1989943,Recycleable
735669,1279929,2314785,942199,1710201,Recycleable
798151,1412335,2623175,1051807,1972579,Recycleable
776271,1351801,2475659,1009267,1877929,Recycleable
820381,1422939,2615999,1067583,1977423,Recycleable
1208777,2295149,3528485,1671161,2838027,Recycleable
1609645,2972701,4936911,2161363,3914451,Recycleable
1658855,3078963,5147693,2255567,4010251,Recycleable
1453967,2787509,4797045,2009041,3707379,Recycleable
1552205,2688549,5070719,2020077,3825809,Recycleable
1600133,2934593,5101855,2196863,3925001,Recycleable
1356453,2585679,4822949,1970191,3698533,Recycleable
1530483,2914813,5115635,2149585,3939029,Recycleable
1469975,2849483,4811821,2055709,3737349,Recycleable
1547099,2854785,4886347,2141279,3838135,Recycleable
1739315,3088155,5475051,2263779,4151223,Recycleable
1529029,2944803,5224631,2137795,3995263,Recycleable
1519783,2896185,5113577,2108981,3928569,Recycleable
1720685,3232353,4913541,2411417,4137525,Recycleable
1675713,3055795,5164881,2282791,4042265,Recycleable
1604621,3000659,5404757,2184627,4098619,Recycleable
1565557,2944313,5191033,2220173,4027307,Recycleable
967619,1901915,3443253,1303535,2489127,Recycleable
1154017,2223709,3842639,1644465,3004383,Recycleable
1168193,2185575,3695509,1599149,2874439,Recycleable
882417,1823553,2347557,1312035,2120673,Recycleable
1052055,2166379,3137177,1601727,2673479,Recycleable
1181187,2154639,3357261,1547767,2642965,Recycleable
905449,1862723,2623663,1327275,2251485,Recycleable
1079345,2181997,3210089,1584279,2660669,Recycleable
393303,450291,1318113,372167,927485,Recycleable
126401,226011,424009,163755,310205,Recycleable
216987,281707,477123,243035,388673,Recycleable
297729,709151,1343505,474869,987639,Recycleable
332227,496789,782043,391307,615335,Recycleable
472517,627909,1532401,511097,1070593,Recycleable
370031,723467,977179,535653,843677,Recycleable
87035,191945,309703,144063,295723,Recycleable
138519,230271,372203,174721,284395,Recycleable
539467,1083821,1960393,782601,1493233,Recycleable
579743,1151817,2097183,823853,1588183,Recycleable
540007,1063365,1649755,763053,1328593,Recycleable
514161,1062331,1468237,744481,1224527,Recycleable
554539,1000801,1857267,730223,1401745,Recycleable
245273,640899,809215,787311,1439743,Recycleable
448121,1017223,1169637,729481,1103489,Recycleable
364543,866759,1414743,589825,1107573,Recycleable
495997,1084673,1250289,737991,1113029,Recycleable
585805,1158667,1570217,832479,1339533,Recycleable
605421,1188583,1547821,853355,1332945,Recycleable
693111,1293863,1887819,950043,1561101,Recycleable
644001,1172715,1786029,859875,1435481,Recycleable
679647,1229263,1831229,904055,1483787,Recycleable
641691,1127567,1870535,842223,1462095,Recycleable
610051,1081427,1865589,799589,1419717,Recycleable
682021,1245469,1780761,912411,1457677,Recycleable
675911,1190981,2066069,893139,1575767,Recycleable
688395,1270117,1809263,930623,1497533,Recycleable
682059,1250649,1876253,875663,1439089,Recycleable
559021,1158807,1391835,806385,1221795,Recycleable
495037,1088703,1341089,763717,1201821,Recycleable
653635,1270513,1781837,922513,1499527,Recycleable
637671,1143613,2001635,846173,1548683,Recycleable
604221,1040559,1636829,775523,1278667,Recycleable
676103,1135973,1707729,858043,1363895,Recycleable
560361,1144373,1612295,826537,1433957,Recycleable
412387,845487,1236355,604999,1046387,Recycleable
595427,1140959,1447509,669181,1103743,Recycleable
610565,1162525,1643641,816095,1280009,Recycleable
482073,1006469,1598731,709635,1280195,Recycleable
688369,1201663,1895069,895055,1498783,Recycleable
576337,1183125,2073127,832643,1586293,Recycleable
625957,1028327,1740403,841701,1543055,Recycleable
583893,1006097,1463691,774617,1229839,Recycleable
648771,1145287,1822121,780159,1333701,Recycleable
626141,1111403,1833189,808265,1373213,Recycleable
343959,836943,986281,581085,915213,Recycleable
172125,419557,671845,283693,538283,Recycleable
356041,734209,1140133,510099,893417,Recycleable
278153,568921,1095445,415941,822383,Recycleable
181781,459631,535955,297205,478563,Recycleable
310633,654473,1158435,475955,906335,Recycleable
309451,659213,1111971,461381,867717,Recycleable
384517,751345,1118385,542337,921129,Recycleable
394847,754833,1124061,543251,898095,Recycleable
317025,646237,971061,459517,777705,Recycleable
239181,537147,646293,368055,571737,Recycleable
279731,489619,1038385,380161,757195,Recycleable
311315,709929,1170303,499465,933983,Recycleable
376727,784439,1238597,542675,985561,Recycleable
292779,661263,1028369,444607,808513,Recycleable
379213,727275,1234585,525685,951699,Recycleable
327809,607113,725003,443837,647181,Recycleable
316089,697401,1088023,465693,847883,Recycleable
321555,698799,1225951,484887,939577,Recycleable
416187,711973,1103953,537059,871109,Recycleable
387237,696263,871731,515047,763493,Recycleable
422615,729689,1105493,546721,889185,Recycleable
348325,710163,1339185,503663,999921,Recycleable
423767,814345,1130065,594235,944489,Recycleable
318685,669951,1259523,469225,940263,Recycleable
344245,714317,1018335,503965,854689,Recycleable
517857,1295113,1795253,898419,1577631,Recycleable
549401,1286661,1928245,859859,1561575,Recycleable
486253,1215415,1788787,822373,1484473,Recycleable
476143,1148959,1673243,768011,1362577,Recycleable
784711,1708061,2818699,1202427,2235083,Recycleable
630141,1412149,2501107,965067,1887783,Recycleable
874249,1725085,2435827,1236025,2017917,Recycleable
994179,2006393,3265045,1503963,2659175,Recycleable
899111,1751195,2855153,1264683,2254709,Recycleable
658359,1376263,1525421,956057,1381003,Recycleable
777141,1570075,2662965,1123557,2073445,Recycleable
971929,1849537,2951293,1283417,2241955,Recycleable
1003471,2022705,3098199,1441719,2497909,Recycleable
638355,1381757,1837457,958497,1542559,Recycleable
760427,1469021,1928755,1037199,1594251,Recycleable
781885,1604419,2057523,1118275,1746081,Recycleable
453679,1138895,1610211,746165,1302825,Recycleable
707741,1468505,2644519,1035403,2004539,Recycleable
1154903,1924299,3214489,1485547,2564831,Recycleable
877879,1699603,3275003,1215665,2439865,Recycleable
645151,1510509,1969935,1037889,1696195,Recycleable
939227,1930649,2660671,1370091,2264081,Recycleable
1022931,2139793,3085527,1523673,2575867,Recycleable
720175,1593303,2707801,1039563,2036907,Recycleable
527817,1312115,1836221,861561,1497451,Recycleable
730789,1697569,2744569,1160219,2183805,Recycleable
679085,1536041,2723681,1056035,2101667,Recycleable
482641,1220659,1623451,841317,1447175,Recycleable
1058687,1804715,3499529,1365943,2592351,Recycleable
981423,1962003,3080547,1399297,2469191,Recycleable
779899,1736661,2664727,1227457,2251373,Recycleable
832773,1753921,3012957,1235089,2333507,Recycleable
1080937,2005441,3477583,1467933,2661927,Recycleable
992777,1843033,2742821,1344801,2222439,Recycleable
1102383,2042849,3312343,1502253,2569291,Recycleable
781361,1614289,2595877,1146105,2027827,Recycleable
831793,1553253,2227069,1120925,1823083,Recycleable
639167,1195037,1960791,792831,1115681,Recycleable
585225,1112467,1854559,779015,1326543,Recycleable
752339,1403741,1925383,1031433,1629553,Recycleable
703983,1134609,1663591,887499,1377553,Recycleable
626023,1086147,1282231,825185,1142679,Recycleable
772585,1479803,2398493,1063567,1869669,Recycleable
749911,1299915,2237353,972343,1707253,Recycleable
824493,1657763,2734103,1189483,2138265,Recycleable
787725,1404165,2473383,1043491,1882743,Recycleable
824205,1449635,2228687,1078947,1791055,Recycleable
785719,1555457,2657807,1117309,2061339,Recycleable
868143,1637595,2822479,1175659,2133885,Recycleable
790285,1582335,2912205,1127903,2193957,Recycleable
912665,1596733,2378345,1187481,1919171,Recycleable
900661,1656059,2556199,1200331,2035511,Recycleable
876875,1680835,2477607,1211381,2012473,Recycleable
652897,1272943,1689485,917891,1445937,Recycleable
1074775,1902629,2982551,1379135,2253183,Recycleable
1025647,1902337,3103501,1393945,2451031,Recycleable
935133,1864843,2677307,1321553,2191691,Recycleable
982201,1911831,2773195,1372825,2276895,Recycleable
812765,1653659,1995633,1169819,1762965,Recycleable
776925,1753527,2735599,1284083,2432059,Recycleable
991435,1909761,2907639,1376309,2351123,Recycleable
989825,1902705,2854221,1362665,2292443,Recycleable
867697,1817397,2564905,1275295,2135151,Recycleable
863755,1612371,2490623,1175087,1998405,Recycleable
860399,1458679,2269559,1099599,1814663,Recycleable
687513,1318039,1906539,952197,1575977,Recycleable
774635,1426919,2009421,1024733,1626623,Recycleable
779429,1577147,2189113,1124899,1853113,Recycleable
835591,1559145,2012689,1123825,1684725,Recycleable
621939,1379907,1683197,989789,1556955,Recycleable
738679,1525971,2070551,1074925,1755185,Recycleable
790643,1575501,2237523,1106743,1811931,Recycleable
764305,1557003,2296787,1086437,1814195,Recycleable
911135,1646663,2658209,1201531,2052451,Recycleable
625477,1321951,2283459,919091,1772825,Recycleable
835431,1630479,2970817,1169603,2238855,Recycleable
895271,1627545,2890587,1195693,2183207,Recycleable
882933,1656609,2977853,1204921,2250951,Recycleable
657591,1400197,2709319,993333,2059903,Recycleable
641267,1465339,2431175,992873,1913355,Recycleable
687341,1542743,2744291,1076073,2129959,Recycleable
769079,1604571,2935051,1139995,2236991,Recycleable
555781,1247373,2114479,868705,1668125,Recycleable
707395,1556323,2822255,1082901,2141159,Recycleable
786631,1635617,2955753,1148565,2234267,Recycleable
1029865,2070583,3379013,1471967,2652969,Recycleable
742595,1686949,2304793,1148337,1949983,Recycleable
700809,1635279,2074415,1067193,1756395,Recycleable
764065,1683997,2384107,1097681,1901045,Recycleable
829179,1862049,2797885,1291911,2305427,Recycleable
967931,1979933,3387611,1390127,2598609,Recycleable
883871,1782659,3147273,1423925,2669547,Recycleable
823371,1858135,2706349,1199433,2066971,Recycleable
982613,1884515,2680341,1367993,2219579,Recycleable
509775,1209731,1270419,878135,1316685,Recycleable
1083637,1994705,3025807,1461737,2452945,Recycleable
909955,1963303,3029135,1368661,2446621,Recycleable
768003,1804669,2708677,1210447,2160841,Recycleable
1055561,2014565,2858765,1457783,2332019,Recycleable
690999,1604123,1854839,1076709,1642333,Recycleable
1136543,2051471,3339081,1501445,2608137,Recycleable
899059,1917231,3333351,1334067,2564141,Recycleable
1003061,2041093,3748165,1449801,2834643,Recycleable
990669,2067381,3793635,1456871,2874901,Recycleable
1166511,2362817,3967053,1676795,3087277,Recycleable
707389,1674767,2575569,1139289,2087227,Recycleable
1011595,2067767,3743013,1457601,2803843,Recycleable
511901,1316731,1790293,863641,1505205,Recycleable
248813,585699,874751,442573,785051,Recycleable
311751,703199,1097327,438989,824357,Recycleable
361233,707937,1252801,506231,957851,Recycleable
305655,577011,682987,400575,593517,Recycleable
367965,673647,1123291,494637,865585,Recycleable
396631,689725,1035509,517037,852439,Recycleable
401929,690201,1028595,517139,833753,Recycleable
323063,696733,1221851,485165,937401,Recycleable
266963,574223,944023,399821,742469,Recycleable
1406775,2438191,4226915,1825375,3242003,Unknown
1393103,2432703,4190545,1817711,3222841,Unknown
1401341,2440199,4264819,1809193,3232141,Unknown
1377053,2410033,4172373,1798435,3194839,Unknown
1390663,2412993,4153111,1800815,3195079,Unknown
848573,1544555,2643857,1110323,1973011,Unknown
1132839,1820851,2623607,1435695,2206691,Unknown
1189687,1879483,2754937,1430123,2212423,Unknown
1154235,1778081,2676079,1289101,1978695,Unknown
1223323,1973947,2816403,1424739,2188027,Unknown
1694073,3146179,6861377,2465881,5064207,Unknown
1459647,2876375,6560831,2015999,4503427,Unknown
1448421,2609715,5735331,1898943,4059921,Unknown
1394439,2389623,3824939,1827281,3046815,Unknown
1453725,2442447,4024309,1860749,3174563,Unknown
1302897,2188893,3801591,1733215,3020403,Unknown
1356217,2345069,3826277,1768477,3007275,Unknown
1263377,2510115,3956991,1741851,3079665,Unknown
1248631,2484203,3901999,1768191,3104991,Unknown
1095551,2195995,3666169,1568173,2832733,Unknown
661415,1142337,1810609,854041,1437643,Unknown
1241513,2501279,4020313,1738759,3134669,Unknown
1195539,2416717,3943193,1745009,3137199,Unknown
1236835,2478895,3942017,1760197,3122403,Unknown
672729,1187361,1803583,879699,1457319,Unknown
1181823,2269865,3934371,1628113,2988351,Unknown
1597625,3202535,5603589,2112953,4167329,Unknown
1659631,3340187,5760713,2354685,4427103,Unknown
1722851,3366781,5676343,2394261,4406503,Unknown
1318261,2590739,4705247,1896475,3717863,Unknown
1429877,2853997,5153631,1989075,3869483,Unknown
1006327,2004069,3290285,1489593,2645617,Unknown
925727,1744711,2963041,1239525,2262185,Unknown
1644705,3487461,6045871,2416095,4594859,Unknown
151647,304999,512817,224177,412665,Unknown
158665,317005,512393,222885,400971,Unknown
143577,294365,484919,213937,390299,Unknown
132989,274341,430519,187087,344869,Unknown
249479,472999,830761,346503,640243,Unknown
139455,279331,478977,192685,385105,Unknown
1155695,2088785,3385025,1336269,2379159,Unknown
1232897,2259543,3906825,1902319,3447719,Unknown
1274215,2301247,4061665,1672395,2895545,Unknown
2332555,4341941,7178529,3215821,5730639,Unknown
2330691,4339479,7215451,3189059,5685621,Unknown
1186251,2051027,3493625,1485657,2617443,Unknown
1789883,3563777,5732357,2533213,4516787,Unknown
156033,302043,513713,216775,397361,Unknown
702413,1362783,2725367,905761,1889617,Unknown
884587,1783877,3083775,1241329,2345397,Unknown
1065001,1949275,4153801,1373017,2804265,Unknown
1247205,2287949,3782349,1668265,2956907,Unknown
1408213,2419465,4658981,1426767,2462901,Unknown
849213,1762207,3299409,1253993,2441063,Unknown
1184595,2137413,4401403,1575169,3183617,Unknown
815949,1499997,2646355,1096613,2029171,Unknown
992037,1823019,3764875,1341207,2787281,Unknown
1404745,2349579,3544007,1778553,2862941,Recycleable
1432669,2375585,3605723,1812749,2921941,Recycleable
1395099,2360397,3541587,1778279,2869533,Recycleable
1394239,2369361,3563021,1781239,2884649,Recycleable
1740223,2961543,4631019,2206503,3667043,Recycleable
1724427,2948127,4628675,2231395,3707959,Recycleable
1623545,2782301,4292245,2076385,3432007,Recycleable
1073845,1800845,2809581,1434551,2392167,Recycleable
1063839,1801327,2869045,1388151,2348655,Recycleable
1323607,2155567,3412461,1647465,2708331,Recycleable
633651,1849431,2817549,1203411,2256483,Recycleable
633541,1825807,2769993,1166447,2231561,Recycleable
621847,1798425,2844063,1150459,2252149,Recycleable
769117,2123989,3389187,1354625,2675989,Recycleable
522307,1550803,2435249,1019059,1999371,Recycleable
448921,1454807,2450189,934705,1934653,Recycleable
781435,2412993,3754267,1518671,3000707,Recycleable
1433167,2468691,3738433,1846367,3017757,Recycleable
1433127,2459161,3717897,1843943,3003651,Recycleable
1427713,2416449,3602091,1820657,2925805,Recycleable
1373217,2325235,3469087,1768381,2860987,Recycleable
1441345,2403867,3643119,1819739,2939321,Recycleable
1517093,2539501,3905611,1920835,3137839,Recycleable
1518791,2553205,3907695,1925891,3138401,Recycleable
1549883,2673041,4091075,2001473,3293751,Recycleable
1486139,2570747,3886767,1919709,3138851,Recycleable
1428013,2388459,3568777,1808969,2907755,Recycleable
1276767,2104473,3270489,1603681,2621129,Recycleable
1121861,1771351,2896083,1382333,2295785,Recycleable
1521279,2550373,3865503,1926857,3118317,Recycleable
1346013,2452443,3952523,1805255,3134181,Recycleable
1291051,2309139,3639095,1710189,2898555,Recycleable
966743,1629259,2568755,1291393,2208049,Recycleable
1253519,2190595,3405967,1640567,2742193,Recycleable
1090947,1853603,3033685,1393741,2376909,Recycleable
1240397,2150929,3048175,1634997,2594707,Recycleable
1214187,2067067,3403985,1550875,2650167,Recycleable
1219499,2104655,3238517,1573735,2588431,Recycleable
1115717,2089039,3397169,1582837,2604145,Recycleable
1192603,2199161,3176487,1620727,2597483,Recycleable
995403,1885931,2359767,1390889,2130053,Recycleable
1587985,2736847,4473045,2042539,3498337,Recycleable
1647291,2886153,4611597,2115671,3589997,Recycleable
1586595,2743879,4553267,2052249,3549111,Recycleable
1622905,2819009,4486761,2103151,3552595,Recycleable
2083653,3736989,5346275,2753543,4414703,Recycleable
1499557,2539403,4158515,1913107,3263471,Recycleable
1578153,2696561,4437987,2027021,3479977,Recycleable
1728821,2996367,4980249,2243303,3891769,Recycleable
1707809,2942069,4928225,2201953,3830089,Recycleable
1463883,2523461,4162653,1870699,3197375,Recycleable
1339449,2277283,3284441,1669579,2697659,Recycleable
1368465,2407509,3600687,1790529,2925353,Recycleable
1600727,2823055,4368783,2097745,3498857,Recycleable
1497895,2687709,4224537,1979563,3361305,Recycleable
1628643,2813427,4318879,2103833,3467541,Recycleable
1431971,2580723,3900155,1918645,3212299,Recycleable
1036255,1708157,2387269,1287333,1994827,Recycleable
1066203,1784913,2507321,1349853,2099103,Recycleable
1192805,2096177,3341749,1558067,2651575,Recycleable
1009269,1805447,2942391,1404217,2455993,Recycleable
1191595,1919299,2870801,1470109,2326713,Recycleable
1078757,1743123,2486615,1335147,2052229,Recycleable
1249247,2075197,3231677,1582673,2688703,Recycleable
1448511,2411347,3817823,1829463,3029653,Recycleable
1023865,1665383,2491653,1279789,2023187,Recycleable
949269,1546375,2243235,1173357,1841317,Recycleable
1039163,1740671,2684853,1292883,2064219,Recycleable
1037207,1705381,2754701,1296327,2164875,Recycleable
1381651,2345547,3695281,1766311,2933539,Recycleable
1120285,1836005,2952207,1494871,2519127,Recycleable
1548903,2384021,3797747,1802007,2920609,Recycleable
1765771,2750297,4076995,2142407,3379103,Recycleable
1705461,2763837,4243445,2113961,3413253,Recycleable
1708667,2774971,4262681,2117023,3415947,Recycleable
1163015,1852457,3141433,1443759,2442487,Recycleable
1570757,2630019,4074215,1988625,3258847,Recycleable
1792133,3007647,4641037,2261265,3703689,Recycleable
1705847,2855701,4432037,2158141,3540549,Recycleable
1789161,2988821,4597039,2255445,3679199,Recycleable
1761539,3061757,4972089,2284141,3909279,Recycleable
1830529,3096163,5026815,2334865,3956185,Recycleable
1947945,3253579,5254441,2465045,4139663,Recycleable
778303,1312111,1866821,998377,1542257,Recycleable
1041911,1786461,2855827,1354229,2292701,Recycleable
787545,1376489,2100925,1025779,1690569,Recycleable
815807,1361249,2004397,1031569,1637865,Recycleable
1626283,2659499,3969461,1986749,3191755,Recycleable
1828489,2882739,4399487,2229615,3540935,Recycleable
1911513,3129611,4869419,2396713,3899429,Recycleable
883247,1443471,1924641,1111561,1646781,Recycleable
823625,1295453,1899647,1003111,1548555,Recycleable
820799,1328641,1860947,1017265,1546189,Recycleable
1276173,2144855,3558883,1612635,2774013,Recycleable
1084013,1761485,2889933,1416369,2359553,Recycleable
1142925,1891917,3151645,1623145,2675177,Recycleable
1104159,1895051,3051147,1419469,2405981,Recycleable
934767,1502797,2514643,1118179,1948885,Recycleable
2743131,4846493,7648157,3593901,6082443,Recycleable
1246213,3183647,4731785,2115055,3861503,Recycleable
1155593,2966107,4518671,1954197,3643033,Recycleable
1248617,2993823,4704373,2006037,3725275,Recycleable
835753,2258257,3573239,1471811,2842947,Recycleable
1106783,3005123,4388129,1952559,3594347,Recycleable
710435,1222731,1770695,915545,1462221,Recycleable
661213,1176673,1727717,878511,1419577,Recycleable
695549,1246383,1905889,922775,1537683,Recycleable
717917,1223591,1739403,916653,1440541,Recycleable
529741,933637,1309987,700713,1105923,Recycleable
599469,1058073,1490489,779437,1226927,Recycleable
871411,1586787,2605733,1165395,2041533,Recycleable
722273,1298261,2181889,985287,1732829,Recycleable
597585,1059865,1795675,809565,1445459,Recycleable
818497,1472645,2347899,1085293,1858687,Recycleable
802803,1454013,2321221,1068957,1837025,Recycleable
695803,1245553,2016615,914499,1598223,Recycleable
859291,1270391,1993439,1032229,1655977,Recycleable
718671,1337649,2147889,956461,1671853,Recycleable
707993,1278643,2048807,935919,1612445,Recycleable
848197,1274525,2003449,1000245,1594471,Recycleable
969079,1899663,3363037,1360885,2562695,Recycleable
855435,1676285,3081025,1220197,2341901,Recycleable
854071,1667387,2822241,1251891,2182527,Recycleable
812425,1474999,2701279,1100567,2066079,Recycleable
730599,1327143,2180615,977683,1758971,Recycleable
1216673,2035927,2975331,1536459,2425643,Recycleable
1284867,2154243,3202361,1628177,2606995,Recycleable
1661213,2767051,4349445,2064493,3421747,Recycleable
1244195,2063239,3286415,1539551,2592215,Recycleable
1498495,2531209,3901737,1910029,3131779,Recycleable
1067483,1776395,2829877,1288249,2173029,Recycleable
1858655,3207519,4892833,2399787,3938641,Recycleable
1939323,3333175,5068857,2493577,4078709,Recycleable
1848535,3185113,4855231,2384227,3910515,Recycleable
2108101,3634265,5644909,2717163,4510669,Recycleable
2108605,3639187,5651697,2721411,4516835,Recycleable
1826159,3008487,4714357,2267789,3881053,Recycleable
1318611,2166279,3131773,1644669,2574533,Recycleable
1451233,2384577,3464519,1811681,2832175,Recycleable
1031871,1762875,2633729,1324439,2137911,Recycleable
1106937,1849361,2789173,1399173,2252173,Recycleable
