IR_Wavelength_1,IR_Wavelength_2,IR_Wavelength_3,IR_Wavelength_9,IR_Wavelength_10,Material_Type
878927,1464025,2052969,1062115,1627695,Rec
1023997,1649523,2435137,1268779,1986991,Rec
1008865,1625209,2396323,1240425,1956609,Rec
866455,1393379,2074135,1075047,1687221,Rec
1298947,2181233,3647503,1650967,2842805,Rec
1322063,2082887,3355033,1654323,2735629,Rec
1131533,1840925,2946345,1407227,2332511,Rec
1057557,1763811,2752653,1334923,2195445,Rec
896597,1358859,1951305,989949,1560351,Rec
1240719,2101787,3159361,1586741,2588913,Rec
1263189,2055447,2145113,1606895,2111063,Rec
1340111,2075365,2235845,1616169,2260175,Rec
1228677,2599657,3159069,1811805,2792243,Rec
1158613,1994839,3440327,1487107,2638311,Rec
1137545,1893421,2947413,1435693,2353845,Rec
1269677,2047155,3396447,1568817,2677479,Rec
1438041,2560977,4022185,1901537,3217381,Rec
1430913,2456863,3822843,1853329,3058337,Rec
1245821,2144511,3065071,1608307,2533447,Rec
1196377,2024237,3242001,1536051,2560679,Rec
1343751,2349451,3644295,1749989,2919295,Rec
1318833,2292019,3408603,1757321,2840173,Rec
1552467,2472673,3855481,1905799,3076877,Rec
1392675,2281815,3736391,1719595,2908767,Rec
1531773,2488979,3775429,1903571,3046479,Rec
1093277,1761315,2613309,1353727,2164723,Rec
511043,337863,259019,-1,-1,Rec
1085841,1698959,2618931,1317411,2093363,Rec
1057649,1696925,2334897,1311879,1987055,Rec
1347111,2174731,3561893,1677585,2812183,Rec
1348923,2171095,3353637,1683007,2645313,Rec
1333921,2221995,3329811,1689545,2671561,Rec
2727435,4797401,7539151,3568971,6010429,Rec
1235203,2714865,3972667,1869741,3250665,Rec
1237209,3097305,4614081,2055889,3781543,Rec
1071053,2852707,3898413,1887379,3315037,Rec
1297133,3270863,4521699,2154125,3792409,Rec
1030889,2298723,3732009,1633291,2977479,Rec
869361,1483879,2889589,1087809,2104097,Rec
898613,1528067,2946365,1120691,2149779,Rec
976119,1658999,2891831,1218105,2187363,Rec
871969,1490323,2614357,1093301,1976045,Rec
1367857,2395733,3976695,1738113,3056341,Rec
894919,1462319,2788107,1089867,2046127,Rec
906133,1545077,2716367,1134209,2047063,Rec
1134479,2024143,3424007,1455741,2615651,Rec
962371,1646807,2886951,1206425,2177769,Rec
891185,1417615,2535043,1061447,1889385,Rec
871335,1616961,2981605,1142549,2194435,Rec
1014493,1733079,2967987,1269107,2258321,Rec
1473349,2528719,4392079,1835427,3306093,Rec
925957,1718551,3164321,1223193,2345985,Rec
1365153,2405241,4044733,1741295,3094869,Rec
1176119,2166373,3504409,1543803,2716951,Rec
1029685,1875561,3180855,1344681,2428665,Rec
1038937,1886735,3172003,1352001,2430285,Rec
1039413,1767453,3030183,1297803,2304275,Rec
1214433,2115779,3487363,1538651,2689779,Rec
1008349,1730301,2917335,1266089,2231993,Rec
954805,1600067,2728715,1180813,2080227,Rec
1001953,1718299,2947061,1258691,2238989,Rec
1051385,1788765,3021939,1312375,2312017,Rec
1324147,2309699,3910583,1682137,2989387,Rec
1006411,1710121,3016115,1257595,2272625,Rec
1344265,2300673,3855597,1731141,3029467,Rec
545041,943371,1549715,697597,1172783,Rec
559085,905601,1216261,679327,1022593,Rec
1338549,2322969,3931675,1694155,3005095,Rec
1390885,2404253,4083357,1753435,3117081,Rec
1474067,2448443,4047545,1813013,3119183,Rec
1505609,2518805,4140693,1858013,3199291,Rec
958323,1613425,2977113,1187399,2205035,Rec
1446609,2449355,4052293,1803993,3123173,Rec
841431,1420345,2638353,1044661,1954549,Rec
851563,1434843,2971477,1053727,2077223,Rec
970695,1648535,2896231,1206921,2182269,Rec
832895,1515375,2871771,1088085,2113451,Rec
859863,1456041,2683607,1038131,1935035,Rec
1007075,1721031,3002291,1262685,2269883,Rec
1012295,1729471,2946813,1267139,2247781,Rec
986901,1676249,3016811,1230949,2256015,Rec
1432871,2451849,4190161,1794345,3191117,Rec
1001127,1691211,2960873,1243703,2233465,Rec
1014641,1721011,3045225,1264075,2287601,Rec
870045,1479429,2495375,1084067,1909297,Rec
1063219,1804231,3097747,1326243,2356541,Rec
907315,1584445,2829799,1148203,2114223,Rec
1500751,2512795,3966785,1852257,3107753,Rec
1572361,2691877,4633921,1970767,3505453,Rec
1387311,2341471,3831527,1720707,2958273,Rec
934349,1546291,2922465,1145205,2147603,Rec
1601651,2775521,4624565,2020885,3550029,Rec
847369,1492437,2833097,1077549,2075277,Rec
879049,1415181,2840967,1059677,2045823,Rec
1434361,2412063,4031971,1775877,3091753,Rec
1012461,1736111,3002827,1270301,2277705,Rec
1248609,2056101,3536827,1523429,2682033,Rec
1425523,2407189,4156453,1770789,3145177,Rec
1036779,1756537,3024955,1292917,2289395,Rec
1418437,2437041,4135027,1780741,3160259,Rec
1397389,2388517,4005995,1756871,3084469,Rec
1018999,1687955,3003941,1261165,2254249,Rec
1433571,2445563,3931603,1790963,3059077,Rec
917235,1635605,2900489,1182145,2181535,Rec
1334307,2297519,3711801,1678541,2886537,Rec
1356047,2275519,3867175,1680949,2949311,Rec
1302489,2251721,3857417,1645189,2937509,Rec
1031957,1754467,3011073,1288721,2291257,Rec
994785,1688899,2919793,1243199,2216237,Rec
1486789,2511701,4124283,1846389,3189405,Rec
1494531,2544605,4310483,1867783,3293285,Rec
1233823,2148435,3552479,1562623,2740465,Rec
1465617,2554497,4218399,1860273,3252271,Rec
1010513,1700091,2938551,1254191,2229255,Rec
1473919,2558863,4470539,1864451,3377551,Rec
954885,1626469,2923557,1194469,2184447,Rec
1057875,1727947,3273053,1285243,2412855,Rec
1306503,2233821,3640965,1638611,2822011,Rec
1560367,2690339,4551541,1966201,3478099,Rec
1136647,1880097,3443843,1395529,2559995,Rec
1581921,2486855,3888315,1876499,3053059,Rec
1410857,2353767,3743895,1738769,2926635,Rec
973955,1646857,2674597,1209955,2077273,Rec
1510381,2567341,4419177,1882113,3351749,Rec
1181553,2207119,3731117,1567497,2846599,Rec
1647563,2943563,4895361,2124225,3763957,Rec
908375,1562747,2759067,1141609,2076107,Rec
1066823,1794539,3056407,1324571,2334111,Rec
1534709,2654239,4373685,1935729,3375581,Rec
960229,1515691,3319533,1143263,2328457,Rec
1009673,1667703,3165669,1235649,2317571,Rec
1021621,1773805,3093381,1293467,2337909,Rec
1042609,1742221,2901653,1285623,2229179,Rec
1370457,2362305,3958213,1725205,3035651,Rec
1712099,3033169,5017691,2199075,3872509,Rec
1241367,2112383,3523435,1550781,2707069,Rec
1080971,1813463,3160597,1335857,2391445,Rec
992171,1687191,2921039,1239825,2212955,Rec
1277963,2221299,3706301,1618163,2847965,Rec
1532361,2665651,4525489,1940477,3454287,Rec
1647215,2937395,4850539,2121121,3740571,Rec
1036245,1786123,3073939,1306755,2334513,Rec
1165967,2006091,3358193,1464981,2577255,Rec
1089047,1806825,3134469,1338815,2374489,Rec
1687879,2938081,4835451,2138037,3733291,Rec
1015709,1732041,3078805,1269175,2312351,Rec
1434241,2463197,4183625,1799263,3193183,Rec
1594179,2823185,4659323,2043397,3594049,Rec
1360933,2312183,3858383,1695837,2963627,Rec
1034039,1768899,3033403,1295713,2306071,Rec
1136409,1892511,3347191,1398731,2518401,Rec
1345897,2298929,3828905,1685563,2943261,Rec
1247953,2121401,3634235,1558569,2766097,Rec
1150955,1983387,3364599,1449367,2569035,Rec
1075757,1828859,3199513,1344447,2415743,Rec
1391683,2326927,3816705,1718681,2950949,Rec
1179613,2048511,3434371,1499263,2640181,Rec
1212035,2070381,3430293,1517713,2641575,Rec
1213147,2069525,3428727,1517925,2641299,Rec
1726795,3075065,5111149,2223665,3933811,Rec
1726321,3073295,5103589,2219259,3927609,Rec
1143175,1892429,3182735,1401803,2437873,Rec
1144393,1929385,3245267,1422719,2487261,Rec
1110765,1934919,3308345,1407413,2520211,Rec
1217725,2114607,3524279,1542423,2709653,Rec
1626803,3181729,5865363,2221555,4347861,Unknown
1908977,3566589,6163493,2532033,4673949,Unknown
1296695,2163389,3581217,1595907,2758575,Unknown
1720257,3276803,4963823,2311875,3958921,Unknown
1348815,2180627,3622463,1626109,2788047,Unknown
675661,1494065,3386037,1005931,2360503,Unknown
2430535,4509017,7536343,3218441,5795253,Unknown
2366791,4365349,7343143,3215767,5805063,Unknown
51791,124789,153871,76877,120085,Unknown
1375775,2456333,4235869,1975367,3442577,Unknown
11249,86361,125503,44743,93475,Unknown
474443,811975,1391267,634369,1118423,Unknown
2065221,3945509,6689041,2790745,5124601,Unknown
38581,108649,145181,70489,122483,Unknown
51735,137817,172997,75823,114521,Unknown
47139,106711,137871,72325,120543,Unknown
1302257,2612647,4679009,1818979,3515951,Unknown
377693,479663,1350533,367311,844433,Unknown
783099,1542965,2757199,1080519,2076263,Unknown
-1,-1,-108407,-1,-1,Unknown
21027,242609,273353,205405,319745,Unknown
-1,-1,-1,-1,-1,Unknown
22785,112181,143095,52909,105861,Unknown
567283,1021239,1717599,737667,1318169,Unknown
421265,705955,1460893,513135,1036455,Unknown
152437,284709,513049,201973,383379,Unknown
75457,102805,101251,76339,131549,Unknown
48329,135291,258385,83981,146873,Unknown
143505,286567,517157,191709,385067,Unknown
-1,-1,-1,-1,-1,Unknown
472005,856437,1375875,614665,1094271,Unknown
1787947,3523831,5631333,1293889,1200049,Unknown
-1,-1,-1,-1,-1,Unknown
60567,79493,130965,89383,135669,Unknown
44713,108837,154693,73753,124837,Unknown
27813,136917,160791,58161,182993,Unknown
482149,858107,1403955,623921,1080797,Unknown
518151,897063,1534285,642185,1153583,Unknown
612165,1083381,1805591,784753,1391063,Unknown
-36197,-54831,-136199,9487,106609,Unknown
46505,103055,150147,70681,115285,Unknown
1135421,1802375,2461533,217295,324497,Unknown
1728105,3483059,5476713,640129,587591,Unknown
31401,92393,131175,40649,88489,Unknown
42571,104957,145255,66523,114705,Unknown
45135,115753,156343,75531,127169,Unknown
467291,819443,1345401,593885,1008729,Unknown
68797,138783,159245,71185,128069,Unknown
45445,190973,391969,155485,259685,Unknown
363239,596251,1958249,522213,1201517,Unknown
-1,-1,-1,-1,-1,Unknown
-1,-1,-1,-87443,-31291,Unknown
-1,-1,-1,-1,-1,Unknown
151517,283469,509949,201399,381525,Unknown
-1,-1,-1,-1,-1,Unknown
46041,102313,147029,71801,121215,Unknown
39801,115193,140557,70741,123643,Unknown
-5219,90139,162847,69023,103639,Unknown
465841,823997,1346725,579353,840397,Unknown
526679,746903,1042303,85909,137813,Unknown
468229,838573,1386553,480359,562769,Unknown
74477,126423,153189,82597,129721,Unknown
72249,135707,151919,80201,117181,Unknown
-1,-1,-1,-1,-1,Unknown
-20959,85687,112861,43865,95775,Unknown
169045,351189,572375,258161,599047,Unknown
1335711,2710955,5076365,1876449,3751631,Unknown
620429,1320867,2566395,900897,1873227,Unknown
1445627,2321865,3807097,1754139,2956375,Unknown
263921,538137,843703,361907,642863,Unknown
178529,362179,570079,250517,448713,Unknown
1264073,2116383,3571177,1560935,2734335,Unknown
1285357,2218001,3723925,1620457,2855575,Unknown
1288505,2219001,3654761,1621825,2822673,Unknown
1292379,2218601,3705427,1623477,2843755,Unknown
1290415,2144667,3604933,1589691,2763581,Unknown
1323865,2274851,3744251,1661337,2887311,Unknown
1306377,2240745,3755117,1639869,2878925,Unknown
1305085,2237593,3757039,1638265,2878953,Unknown
1308385,2150967,3621389,1597333,2770375,Unknown
1324085,2270561,3774125,1660227,2900893,Unknown
1287961,2134887,3582365,1583355,2746229,Unknown
1323565,2247273,3742329,1652477,2877237,Unknown
1314081,2178133,3646291,1611879,2794929,Unknown
1294251,2153339,3594095,1596191,2764479,Unknown
1317915,2247917,3722105,1648021,2865573,Unknown
1285357,2199453,3628867,1610131,2798441,Unknown
1326261,2250711,3708017,1651169,2860417,Unknown
1252185,2068967,3450647,1533445,2649033,Unknown
1259225,2102131,3494889,1553535,2687091,Unknown
1297683,2139283,3544411,1588051,2729217,Unknown
1296451,2145463,3547743,1588767,2732527,Unknown
1309107,2226951,3669851,1632243,2828467,Unknown
1277935,2108805,3514465,1565573,2698229,Unknown
1304201,2165725,3574071,1603419,2755731,Unknown
1312169,2165621,3595055,1608165,2771247,Unknown
1302101,2157511,3597793,1597821,2762723,Unknown
1327723,2275317,3756559,1665971,2896999,Unknown
1282449,2110701,3539025,1566385,2708191,Unknown
1290817,2118469,3525783,1574701,2710615,Unknown
1312765,2227003,3699319,1634661,2845119,Unknown
1315523,2228303,3723423,1636159,2855793,Unknown
1297327,2130643,3572169,1583819,2738363,Unknown
1351569,2305359,3831793,1689781,2945361,Unknown
1288451,2118395,3542011,1575995,2719311,Unknown
1272027,2109963,3520109,1561985,2701853,Unknown
1261767,2090127,3464103,1548053,2665461,Unknown
1305335,2212727,3670765,1621377,2820539,Unknown
1270537,2148051,3581579,1578997,2749399,Unknown
1295203,2139629,3573709,1585327,2740027,Unknown
1299217,2192907,3649993,1616015,2810181,Unknown
1302451,2157143,3583847,1597409,2753783,Unknown
1303821,2154501,3592287,1597737,2758989,Unknown
1354811,2294931,3804419,1685115,2927117,Unknown
1308803,2164975,3579701,1603581,2757969,Unknown
1306327,2222813,3698781,1629495,2842557,Unknown
1307687,2233801,3736541,1635489,2867675,Unknown
1298669,2132891,3575465,1581205,2732641,Unknown
1303343,2145209,3587761,1592827,2750441,Unknown
1319759,2257477,3727541,1648833,2869451,Unknown
1331309,2275163,3756037,1665259,2892323,Unknown
1274211,2111413,3513253,1564539,2700155,Unknown
1286441,2122661,3557359,1575897,2728987,Unknown
1288483,2117311,3511433,1572397,2702573,Unknown
1302569,2127909,3569481,1584993,2736689,Unknown
1306143,2209103,3723589,1623447,2848803,Unknown
1289531,2120699,3534163,1575371,2715037,Unknown
1345905,2286693,3824149,1677941,2933329,Unknown
1291731,2177319,3624269,1601965,2784907,Unknown
1297237,2143669,3599607,1591989,2760295,Unknown
1262623,2150395,3598089,1583573,2767645,Unknown
1225857,2092457,3596499,1545375,2727085,Unknown
1113941,1910041,3208113,1417019,2493955,Unknown
1254857,2213345,3672899,1601741,2815481,Unknown
1291645,2281203,3786785,1651149,2917203,Unknown
1288709,2188175,3659145,1612183,2815283,Unknown
1246987,2110875,3550163,1559825,2729891,Unknown
1303769,2195765,3683815,1617423,2821957,Unknown
1307555,2297513,3822675,1667819,2942847,Unknown
1233113,2130155,3628879,1593459,2820985,Unknown
1266129,2240423,3720705,1621385,2860931,Unknown
1313157,2300183,3792221,1669523,2923421,Unknown
1165743,1986225,3447951,1459359,2618069,Unknown
1292737,2264381,3788745,1641923,2898711,Unknown
1311445,2219897,3707487,1632509,2849951,Unknown
1288635,2252983,3746775,1637395,2880833,Unknown
1185009,2048503,3512105,1541881,2760449,Unknown
1214865,2122969,3631895,1567479,2795125,Unknown
1256479,2147837,3577801,1577259,2755871,Unknown
1268705,2159483,3616505,1592975,2785483,Unknown
1284687,2239051,3746497,1627749,2875059,Unknown
1268437,2145051,3615597,1579171,2768007,Unknown
1120723,2028725,3499671,1562129,2776027,Unknown
1251069,2176813,3675759,1618775,2863167,Unknown
1255541,2132049,3595149,1572923,2760215,Unknown
1262565,2227305,3745637,1614381,2869571,Unknown
1292857,2246749,3751233,1639733,2895211,Unknown
1241771,2115055,3552207,1544989,2734269,Unknown
1314695,2315487,3862905,1678661,2966043,Unknown
1271153,2131481,3624969,1588521,2786323,Unknown
1235913,2213485,3741769,1613127,2899445,Unknown
1238141,2153165,3636195,1572321,2797061,Unknown
1251887,2123323,3558457,1559275,2727195,Unknown
1239637,2107205,3504047,1544595,2694105,Unknown
1253519,2102191,3556163,1552013,2719717,Unknown
1319179,2308109,3891805,1674729,2976429,Unknown
1249285,2112917,3527775,1554271,2710717,Unknown
1282229,2243389,3734687,1627109,2867977,Unknown
1276229,2166955,3611579,1590847,2774213,Unknown
1220529,2012797,3472639,1476919,2615261,Unknown
1252281,2120429,3566415,1560595,2732685,Unknown
1251047,2146143,3556285,1570395,2735331,Unknown
1126521,1904449,3252427,1245849,2160857,Unknown
1260315,2198729,3672365,1600231,2819911,Unknown
1291139,2182551,3642923,1603461,2796673,Unknown
1269403,2148281,3601345,1578193,2760111,Unknown
1279813,2241171,3727861,1626121,2864925,Unknown
1273095,2157965,3573329,1585547,2752353,Unknown
1240827,2158615,3606471,1575905,2778245,Unknown
1268405,2132441,3614871,1571533,2761097,Unknown
1231273,2090243,3501347,1530513,2678637,Unknown
1261427,2129931,3572841,1565769,2737911,Unknown
1303183,2281371,3776413,1655185,2906941,Unknown
1223427,2055201,3487581,1536899,2692893,Unknown
1297475,2269917,3795071,1649053,2912943,Unknown
1279331,2246069,3716205,1631395,2864885,Unknown
1250897,2214589,3698753,1601609,2838573,Unknown
1278867,2255253,3746881,1635117,2879773,Unknown
1281451,2161949,3612783,1585991,2759645,Unknown
1267649,2180353,3657751,1560689,2746443,Unknown
1967309,3204987,7114113,2392449,4976443,Unknown
2028275,3232553,6990047,2429091,4916983,Unknown
1970257,3150509,7075623,2366245,4928971,Unknown
2032993,3074147,7528493,2359143,5118535,Unknown
1975255,3083853,6791309,2339463,4737297,Unknown
2036775,3071825,7403909,2360733,5048413,Unknown
2061161,2999393,7155563,2332983,4888749,Unknown
1944633,3023091,7166655,2294467,4912877,Unknown
1891809,3106873,6777231,2312599,4735817,Unknown
1969647,3050241,7241407,2323169,4964831,Unknown
1911929,2943045,6991913,2242603,4789891,Unknown
2051787,2990307,7317543,2328983,4972603,Unknown
1998811,3035703,7098629,2328257,4888213,Unknown
1938963,2982809,6652877,2286245,4677653,Unknown
1981303,3114843,7488465,2355071,5112247,Unknown
2008093,3094739,7064551,2357893,4904429,Unknown
1922059,3166457,8388121,2361675,5739507,Unknown
2289579,4008331,7610449,2902289,5551433,Unknown
1798057,2743493,7720789,2078683,5008083,Unknown
1910341,2811041,7589145,2191637,5017773,Unknown
1642647,2545185,6524115,1935959,4380995,Unknown
1986019,3010893,7229727,2313881,4922831,Unknown
2085401,3139831,7260703,2411723,5006657,Unknown
2002291,3061947,7200483,2339931,4947061,Unknown
1862319,3127505,7235567,2306567,4995207,Unknown
2019281,3210385,7836225,2416261,5330033,Unknown
2011915,3014341,7337121,2311887,4960719,Unknown
2003383,3049599,7113007,2338379,4900161,Unknown
2055767,3052327,7344279,2357423,5014801,Unknown
2013895,3090643,7145195,2357203,4928725,Unknown
1077451,1785643,3109817,1320751,2351153,Rec
1052625,1748347,3028651,1288915,2283513,Rec
1739425,2926135,4966239,2153265,3789271,Rec
1642413,2833577,4663775,2055023,3585675,Rec
1653071,2856789,4738421,2085377,3644855,Rec
1101903,1791581,3238939,1335017,2418087,Rec
1129473,1802043,3246809,1350933,2423027,Rec
1027619,1730919,2967295,1278423,2259049,Rec
1083469,1794675,3060609,1325285,2329833,Rec
1031717,1725053,2895319,1274803,2218821,Rec
1021369,1714395,3011889,1253155,2254719,Rec
954893,1584163,2755161,1173403,2083197,Rec
1014107,1648931,2929747,1228271,2199397,Rec
1021203,1710313,2979513,1256219,2242609,Rec
1376521,2233683,3759989,1670019,2870689,Rec
1440625,2360171,4009603,1754209,3057067,Rec
1424717,2382281,3863707,1760119,2999223,Rec
1349643,2236383,3746371,1659161,2878163,Rec
1037119,1717913,3033101,1261719,2272673,Rec
1192453,2016419,3383849,1482097,2592557,Rec
1566033,2624363,4159763,1935081,3253857,Rec
1564517,2610823,4218409,1928853,3277703,Rec
1191417,1954545,3246799,1449103,2497923,Rec
1201903,1992295,3379583,1476783,2570487,Rec
1579253,2726443,4487095,1991211,3462819,Rec
1602517,2750957,4523827,2012439,3491107,Rec
1116383,1844059,3161823,1366989,2403471,Rec
1115211,1835097,3159411,1366333,2400789,Rec
1200101,2021175,3340711,1491293,2579345,Rec
1200855,2043927,3389665,1503159,2620033,Rec
1533489,2577653,4331331,1899295,3316361,Rec
1457591,2559125,4363869,1858197,3325621,Rec
1035071,1715779,2984587,1276201,2269203,Rec
1025293,1744785,3024579,1280411,2288531,Rec
1177111,1877365,3320445,1411797,2499163,Rec
1176623,1882799,3330515,1412861,2505737,Rec
1110605,1905089,3300417,1394289,2500529,Rec
933283,1477835,3276803,1112911,2289073,Rec
1452427,2381489,4064543,1770351,3095511,Rec
1384229,2289247,3749479,1700077,2903689,Rec
1680245,2884355,4767023,2110265,3672045,Rec
1668845,2874751,4749337,2099767,3659649,Rec
1125709,1796819,3023191,1349625,2314493,Rec
1124439,1807397,3140791,1353685,2372149,Rec
1734943,2996249,4935303,2155279,3769415,Rec
1748505,3039723,5015163,2206769,3866515,Rec
1186003,1977237,3300797,1461205,2534241,Rec
1067981,1761157,2984459,1306111,2278399,Rec
1245009,2072341,3487971,1520389,2659323,Rec
1244351,2083809,3330391,1531531,2591557,Rec
1373851,2258241,3691119,1679195,2857457,Rec
1439733,2338153,3925017,1743687,3007163,Rec
1377533,2281191,3903923,1687369,2969635,Rec
1372941,2277655,3900997,1686233,2967683,Rec
1367485,2249765,3878225,1681363,2950945,Rec
1171937,1963867,3257457,1447981,2504211,Rec
1213819,2023449,3420529,1494169,2613159,Rec
1187931,1976453,3277475,1460721,2523303,Rec
1009553,1662777,2912769,1235163,2197465,Rec
994877,1706345,2955013,1249059,2240209,Rec
984349,1670223,2946353,1226691,2217159,Rec
1045847,1688209,3029257,1263547,2265997,Rec
1049413,1687987,3032545,1263865,2267811,Rec
1047875,1682469,2971437,1260885,2237395,Rec
1057019,1652939,2777655,1254613,2135041,Rec
818825,1429059,2427743,1038155,1850411,Rec
832495,1418103,2406103,1029721,1825033,Rec
802979,1393507,2402573,1019755,1820945,Rec
1640477,2812059,4618221,2053753,3560873,Rec
1615547,2825827,4670097,2049735,3591299,Rec
1625863,2796971,4593741,2030541,3517997,Rec
1180197,1978407,3275057,1454931,2516033,Rec
1182495,1982229,3298521,1464115,2537273,Rec
1188291,1995527,3216907,1469421,2501589,Rec
1090399,1777413,3123707,1323645,2353191,Rec
1087749,1749713,3047285,1310755,2304663,Rec
1049239,1722043,2969799,1285733,2257989,Rec
1229129,2042041,3437965,1515699,2645353,Rec
1190351,2077313,3501493,1509831,2678289,Rec
987985,2033589,3299665,1395625,2550645,Rec
992033,2043305,3311875,1399529,2558603,Rec
967793,2617937,3975225,1670571,3171047,Rec
1073025,2596131,4221975,1699357,3270559,Rec
1013065,2494465,4118677,1627355,3175037,Rec
1264449,2186883,3859033,1597127,2905361,Rec
1265169,2189677,3863787,1596069,2906961,Rec
1589507,3083057,5088973,2163507,3921113,Rec
1349867,2279331,4020455,1674919,3025633,Rec
1348471,2283101,4036143,1676551,3035629,Rec
1288167,2202745,3982629,1615783,2973205,Rec
1274005,2186857,3868985,1598755,2909071,Rec
1313117,2238215,3982005,1638633,2988729,Rec
914509,1490375,2638545,1108675,1983107,Rec
909971,1488599,2593879,1101697,1958769,Rec
897123,1475217,2582247,1096613,1950005,Rec
909143,1372087,2785233,1049125,1998773,Rec
876959,1507973,2953495,1104975,2148191,Rec
894287,1351653,2869109,1036383,2030833,Rec
1052903,1648933,2871639,1247247,2169703,Rec
1041603,1633901,2852695,1236623,2152163,Rec
976981,1586845,2719467,1183579,2067633,Rec
948635,1542787,2704121,1151747,2039813,Rec
1474435,2465773,3995665,1820033,3099611,Rec
1293337,2114475,3659783,1577391,2778597,Rec
1380819,2199693,3505997,1653765,2741291,Rec
850349,1388719,2723869,1032095,1977601,Rec
936271,1469015,2864503,1106813,2066717,Rec
897945,1402859,2713965,1061325,1978255,Rec
1349337,2285673,3868401,1678935,2956435,Rec
1331809,2266587,3857701,1669627,2953703,Rec
965417,1583267,2770511,1178491,2096341,Rec
967101,1593115,2791331,1183071,2108513,Rec
1036777,1622873,2953031,1230847,2207183,Rec
1066507,1677897,2964335,1270359,2229463,Rec
959075,1563669,2760999,1163953,2077175,Rec
974809,1587619,2842987,1182683,2127995,Rec
869279,1386085,2887349,1043547,2055331,Rec
842447,1455931,2724079,1062899,2011515,Rec
1429315,2369221,3978179,1753781,3046499,Rec
1405891,2274259,3655063,1691227,2840603,Rec
888643,1486725,2596787,1098733,1963497,Rec
886811,1427829,2456899,1068315,1865705,Rec
1291329,2086613,3418887,1561319,2642819,Rec
1285391,2104697,3496781,1567187,2691141,Rec
1284579,2095893,3584439,1565623,2732649,Rec
1285273,2103373,3489385,1565555,2684771,Rec
1244229,2185143,3488569,1583901,2718023,Rec
1162547,2060055,3393489,1488855,2617637,Rec
1242137,2019411,3146099,1512267,2489165,Rec
902531,1342959,2375361,1032075,1784795,Rec
854349,1408455,2721725,1046177,1985115,Rec
843725,1326741,2397661,1000913,1790819,Rec
1058175,1727231,2963925,1286345,2251461,Rec
994535,1603153,2770719,1198307,2100917,Rec
1472971,2410643,4022663,1793433,3086635,Rec
1349353,2239499,3766405,1658769,2881597,Rec
1003765,1647869,2798981,1223935,2134363,Rec
1454685,2393675,3783549,1768043,2948803,Rec
1441971,2380913,3762151,1760755,2937891,Rec
1493673,2396147,3817039,1803899,2991317,Rec
1045907,1666709,3011627,1259675,2297713,Rec
1038573,1703657,3012899,1266473,2263567,Rec
1004827,1757245,3050247,1273431,2306673,Rec
1043937,1795247,3043665,1312537,2322183,Rec
1002573,1717027,2938745,1255907,2235739,Rec
984331,1839749,3040859,1302391,2341219,Rec
947949,1739701,2912417,1252989,2249675,Rec
1141193,1840551,3199291,1376677,2422587,Rec
1429763,2476799,4237909,1803673,3223845,Rec
1373649,2492885,4154797,1791459,3195149,Rec
1008843,1636993,2808685,1223407,2134135,Rec
1023873,1662409,2882919,1240563,2184081,Rec
1532867,2497845,4179317,1860603,3204923,Rec
1078079,1763915,3010665,1310275,2292499,Rec
988269,1606963,2761863,1197391,2096777,Rec
1137117,1801721,3248451,1357435,2424417,Rec
952389,1565295,2820431,1160939,2107005,Rec
874635,1484487,2750701,1088225,2036711,Rec
985217,1607599,2921361,1197095,2173757,Rec
830789,1386957,2475201,1024079,1855147,Rec
897323,1461427,2785959,1088221,2041291,Rec
1047945,1699813,2938807,1265161,2222445,Rec
1003129,1677733,2905117,1233401,2196747,Rec
1043169,1688943,2870613,1261205,2188539,Rec
658435,977203,1691229,753023,1277075,Rec
474073,821845,1397103,598325,1062889,Rec
1522575,2468093,4228413,1836679,3212391,Rec
1484859,2430887,4150783,1812415,3165797,Rec
1464399,2469499,4243687,1816907,3221183,Rec
1247523,2083053,3368483,1544565,2624807,Rec
1272709,2133511,3509209,1570257,2706231,Rec
892497,1453091,2726331,1083145,2008721,Rec
835473,1393199,2578225,1030399,1906713,Rec
1356767,2258219,3483913,1665557,2753323,Rec
1373123,2269317,3815801,1683173,2920367,Rec
1363659,2282805,3673887,1684229,2856563,Rec
1369651,2278035,3814989,1685075,2924057,Rec
956197,1579491,2839659,1171273,2122555,Rec
889113,1623877,2871071,1158595,2157991,Rec
1007319,1660263,2833657,1232199,2157449,Rec
1035109,1687051,2870733,1252641,2183959,Rec
1473853,2358549,3827521,1767925,2967935,Rec
1431251,2373387,3855069,1758757,2990179,Rec
1066121,1742121,2929711,1298013,2242937,Rec
1094651,1785679,3038047,1330969,2316123,Rec
1543905,2465257,4007805,1853871,3103135,Rec
1022795,1677265,2858555,1246365,2177215,Rec
1454111,2440443,4290093,1798711,3229947,Rec
1228603,2054863,3362231,1516167,2598493,Rec
1237163,2069441,3417953,1527017,2634607,Rec
1230299,2058035,3393691,1519805,2617081,Rec
1204751,2034165,3369791,1496091,2593855,Rec
872629,1478135,2713613,1087235,2027145,Rec
1010321,1757625,2894481,1278361,2233669,Rec
982131,1585697,2547233,1178609,1957187,Rec
830877,1430559,2304235,1045129,1795851,Rec
1212071,2162147,3556001,1560077,2742719,Rec
1163219,2079241,3387955,1499907,2627905,Rec
1310299,2191291,3684347,1619119,2820123,Rec
1312103,2191509,3360819,1665865,2677223,Rec
