710435,1222731,1770695,3094657,2888867,1786787,853167,456073,915545,1462221,2431227,3009375,2350365,1327629,660307
661213,1176673,1727717,2853883,2787261,1845211,807379,423787,878511,1419577,2285949,2831419,2326631,1334571,619165
695549,1246383,1905889,3050985,2458469,1625227,846183,420589,922775,1537683,2480085,2777673,2047425,1237153,637393
717917,1223591,1739403,3103817,2893303,1776005,850387,443941,916653,1440541,2420963,3019293,2343239,1320115,651905
529741,933637,1309987,2155821,1946809,1320215,648979,387285,700713,1105923,1760895,2120405,1707155,1028375,535097
599469,1058073,1490489,2444315,2433671,1813975,762885,436553,779437,1226927,1924957,2416547,2128883,1298239,600775
871411,1586787,2605733,4651911,4542309,2947425,1307803,758553,1165395,2041533,3625783,4642457,3778493,2142965,1040629
722273,1298261,2181889,3835193,3784309,2349167,1099937,659129,985287,1732829,3080621,3923025,3118489,1729207,884037
597585,1059865,1795675,3227001,3313005,2050775,972689,623995,809565,1445459,2631189,3442809,2771919,1543865,811801
818497,1472645,2347899,4094529,3907257,2717519,1185503,636933,1085293,1858687,3211497,4028157,3337433,1964673,916787
802803,1454013,2321221,4137291,3681475,2350113,1193809,722007,1068957,1837025,3223513,3934549,3029695,1784003,963419
695803,1245553,2016615,3505891,3214067,2079127,1003701,603233,914499,1598223,2783903,3395021,2637065,1509987,784417
859291,1270391,1993439,4129673,2996099,2029439,910995,559721,1032229,1655977,3021323,3513561,2502419,1450887,741907
718671,1337649,2147889,3625679,3379163,2444251,982217,602915,956461,1671853,2996419,3636739,2939097,1748051,802211
707993,1278643,2048807,3143361,2814689,1985445,919049,522989,935919,1612445,2583725,3004417,2440517,1482023,727817
848197,1274525,2003449,3639017,3010279,1984665,919779,560301,1000245,1594471,2838433,3367313,2508483,1459561,743979
969079,1899663,3363037,5471307,5811099,3023733,1620077,989689,1360885,2562695,4402671,5678845,4441901,2328655,1309099
855435,1676285,3081025,4817541,5276259,2839565,1459291,965295,1220197,2341901,4360801,5634105,4285675,2310805,1195203
854071,1667387,2822241,4797865,5021323,3115481,1476923,1100095,1251891,2182527,3797879,4946795,4110035,2324549,1298839
812425,1474999,2701279,4248107,4099597,2267979,1313543,821637,1100567,2066079,3463055,4179783,3197659,1798701,1068719
